text,rating,sentiment,text_clean,sentiment_encoded
Produk OK. Packing sipp....,5,Positif,produk ok packing sipp,2
"Produk oke,pengiriman cepat,respon toko sgt cepat",5,Positif,produk okepengiriman cepatrespon toko sgt cepat,2
Produk ok dan packagingnya pun rapi. Terima kasih,5,Positif,produk ok packagingnya rapi terima kasih,2
bagus..... sesuai pesanan,5,Positif,bagus sesuai pesanan,2
"Bagus sepatunya, pengiriman cepat dan barang sesuai gambar",5,Positif,bagus sepatunya pengiriman cepat barang sesuai gambar,2
"Sesuai dengan gambar, pengiriman cepat bingit",5,Positif,sesuai gambar pengiriman cepat bingit,2
Produk asli...enak dipakai...sesuai dng deskripsi. Pelayanan juga cepat. Trimakasih yaaa,5,Positif,produk aslienak dipakaisesuai dng deskripsi pelayanan cepat trimakasih yaaa,2
"Barang sdh smp ya, sesuai yg sy pesan, paket rapi, mudah2an awet sepatunya",4,Positif,barang sdh smp ya sesuai yg sy pesan paket rapi mudahan awet sepatunya,2
Produk sesuai dgn deskripsi.,5,Positif,produk sesuai dgn deskripsi,2
"Bagus n nyaman,, suka ^.^",5,Positif,bagus n nyaman suka,2
"Pengiriman cepatt, respon penjual baik, barang sesuai....",5,Positif,pengiriman cepatt respon penjual barang sesuai,2
Barang nya bagus dan indah,5,Positif,barang nya bagus indah,2
Ukuran dan warna sesuai dgn foto dan deskripsi produk yg dijual. Produk dipaketkan dgn rapi tidak ada cacat. Recommended !,5,Positif,ukuran warna sesuai dgn foto deskripsi produk yg dijual produk dipaketkan dgn rapi cacat recommended,2
So far so good ... ... ...,5,Positif,so far so good,2
Terima kasih barang sesuai gmbar &amp; bagus. Pengiriman cepat &amp; baik.,5,Positif,terima kasih barang sesuai gmbar amp bagus pengiriman cepat amp,2
Keren. Sering sering ngadain promo :-),5,Positif,keren ngadain promo,2
Produk yg dikirim sesuai pesanan dengan kondisi yang sangat baik. Pengiriman juga sangat cepat. Terima kasih.,5,Positif,produk yg dikirim sesuai pesanan kondisi pengiriman cepat terima kasih,2
Good product with good price,5,Positif,good product with good price,2
"Kesekian kalinya, selalu puas belanja disini",5,Positif,kesekian kalinya puas belanja,2
barang sesuai pesanan dan di terima dengan baik tq,4,Positif,barang sesuai pesanan terima tq,2
Ok good ... ... ... ... ... ... ... ... ...,5,Positif,ok good,2
Good ... ... ... ... ... ... ... ... ...,5,Positif,good,2
"makasih promonya, quality ga usah ditanya namanya ori ya pasti bagus :D",5,Positif,makasih promonya quality ga namanya ori ya bagus d,2
Barangny sesuai... Manteeeeeep,4,Positif,barangny sesuai manteeeeeep,2
Barang bagus kualitas oke 👍🏻,5,Positif,barang bagus kualitas oke 👍🏻,2
Barangnya nyampe cepet banget huhuhhu. Dan ori huhuhu,5,Positif,barangnya nyampe cepet banget huhuhhu ori huhuhu,2
"Sepatunya original wakai, warnanya jg oke. Daper harga diskon yang murah banget. Thanks yaaa 😘",5,Positif,sepatunya original wakai warnanya jg oke daper harga diskon murah banget thanks yaaa 😘,2
"Ini kali kedua saya beli product diskonan di wakai official store, seperti sebelum nya,,, saya puas. Respon seller cepat, pengiriman cepat, barang original dan sesuai dengan deskripsi. Sering2 deh majang barang diskonan yaaa, saya akan beli terus kalo suka. Thanks wakai, thanks tokped.",5,Positif,kali beli product diskonan wakai official store nya puas respon seller cepat pengiriman cepat barang original sesuai deskripsi deh majang barang diskonan yaaa beli kalo suka thanks wakai thanks tokped,2
Mantap memang beli di official store.... barang aseli dan tidak ngecewakan....,5,Positif,mantap beli official store barang aseli ngecewakan,2
Puas banget ...  sesuai thread dan original tentunya,5,Positif,puas banget sesuai thread original,2
Sesuai pesanan dan overall good banget dah :),5,Positif,sesuai pesanan overall good banget dah,2
Pas ukurannya dan ori nyaman,4,Positif,pas ukurannya ori nyaman,2
"Selalu puas belanja disini,produk ori,packing rapi",5,Positif,puas belanja disiniproduk oripacking rapi,2
Murag meriah ori..pengiriman Official tercepattt kynya.... Tq,5,Positif,murag meriah oripengiriman official tercepattt kynya tq,2
"Produk bagus, barang ori",5,Positif,produk bagus barang ori,2
"Admin kerja produktif 👍🏻 proses cepat, produk sesuai keterangan dan dipacking rapi kokoh. Makasih ya.. souvenirnya",5,Positif,admin kerja produktif 👍🏻 proses cepat produk sesuai keterangan dipacking rapi kokoh makasih ya souvenirnya,2
"Sesuai sih dengan deskripsinya walau ukurannya agak besar, padahal milihnya sesuai dengan ukuran Saya..",4,Positif,sesuai sih deskripsinya ukurannya milihnya sesuai ukuran,2
Produk sangat bagus dan sesuai dengan deskripsi 👍👍👍,5,Positif,produk bagus sesuai deskripsi 👍👍👍,2
Produk bagus dan tiba tepat waktu,5,Positif,produk bagus,2
Sudah cepat pengirimannya cuma tolong diluar jam toko adminnya on juga donk,3,Netral,cepat pengirimannya tolong diluar jam toko adminnya on donk,1
"Kalo Untuk Productnya No Comment Lah, Kan Emang Barang ORIGINAL.
Saran Saja ya Min, Banyakin Discount dan Ukuran Besar Misalnya 45 😄👍🏽👍🏽❤️❤️❤️❤️😘🙏🏽",5,Positif,kalo productnya no comment emang barang original saran ya min banyakin discount ukuran 😄👍🏽👍🏽❤️❤️❤️❤️😘🙏🏽,2
Fast respon.. pengiriman oke.. barang ori bagus,4,Positif,fast respon pengiriman oke barang ori bagus,2
"Ini barang bagus amat, original dari wakai! Gausah takut tipu tipu gua udah buktiin. Barang cepet sampenya, dan ukuran sama bahannya ga ngebohongin!
Recomended ni buat yg cari sepatu slip on!",5,Positif,barang bagus original wakai gausah takut tipu tipu gua udah buktiin barang cepet sampenya ukuran bahannya ga ngebohongin recomended ni yg cari sepatu slip on,2
Sepatu Bagus Sesuai Pesanan sukses sll Wakai,5,Positif,sepatu bagus sesuai pesanan sukses sll wakai,2
"Sepatu bagus, empuk dan nyaman. Pelayanan ok fast respon. Cuman sayang, metode pengirimannya pelit. Yah klo ga ada gojek/grab. Jnenya adain yg express lah. Tp tetep 5 star",5,Positif,sepatu bagus empuk nyaman pelayanan ok fast respon cuman sayang metode pengirimannya pelit yah klo ga gojekgrab jnenya adain yg express tp tetep star,2
"Kualitas, harga, dan pelayanannya the best....",5,Positif,kualitas harga pelayanannya the best,2
terimakasih barang cepat sampai...,5,Positif,terimakasih barang cepat,2
Selalu puas sama produknya...😍,5,Positif,puas produknya😍,2
Cocok Kualitas bintang 5 !,5,Positif,cocok kualitas bintang,2
Barang bagus.. pengiriman cepet..,5,Positif,barang bagus pengiriman cepet,2
"Mantaab diskon. Kualitas sesuai dengan harga, nyaman dipakai",5,Positif,mantaab diskon kualitas sesuai harga nyaman dipakai,2
"Produk 100% original ... pengiriman cepat , respon toko baik 👍👍👍",5,Positif,produk original pengiriman cepat respon toko 👍👍👍,2
"Keren bonus jam nya... lebih keren lagi responnya, 26 jam bandung-jakarta pakai jne reg. Barang dah sampe... tks seller..",5,Positif,keren bonus jam nya keren responnya jam bandungjakarta pakai jne reg barang dah sampe tks seller,2
Utk harga sgini kualitas ny top bgt,5,Positif,utk harga sgini kualitas ny top bgt,2
Mantaaaaaaaaaappppppp,5,Positif,mantaaaaaaaaaappppppp,2
Sepatu bagus cuma jam kegedean,5,Positif,sepatu bagus jam kegedean,2
cakeppppppppppppppppppppp,5,Positif,cakeppppppppppppppppppppp,2
"Good product, good seller, good price",4,Positif,good product good seller good price,2
"Lumayan lah, sepertinya di gambar terlalu banyak efek",4,Positif,lumayan gambar efek,2
"Mantaaaappss, terima kasihh..",4,Positif,mantaaaappss terima kasihh,2
Produk sesuai gambar cuman ada beberapa sisi yg kurang sempurna,3,Netral,produk sesuai gambar cuman sisi yg sempurna,1
Memuaskan sekali brand lokal bagus deh pokoknya,5,Positif,memuaskan brand lokal bagus deh pokoknya,2
"Pengiriman sangat cepat, sepatu bagus tapi lemnya kurang rapih",4,Positif,pengiriman cepat sepatu bagus lemnya rapih,2
"seller responsif, packaging kotak sepatu polos dibungkus plastik hitam..
secara overall barang bagus,cuma di bagian sol nya kurang rapi,agak kotor,dan tampak bekas lem di antara sol &amp; kulitnya..
harga bersaing,hehe.. ini alasan utama beli sepatu di toko ini..
terimakasih &amp; semoga lancar terus usahanya",4,Positif,seller responsif packaging kotak sepatu polos dibungkus plastik hitam overall barang baguscuma sol nya rapiagak kotordan bekas lem sol amp kulitnya harga bersainghehe alasan utama beli sepatu toko terimakasih amp semoga lancar usahanya,2
Barang bagus sesuai gambar tp kecewa sma respon dan pengiriman pun lambat tidak sesuai 1 day tp tiba 2 day,3,Netral,barang bagus sesuai gambar tp kecewa sma respon pengiriman lambat sesuai day tp day,1
Pelayanan cepat &amp; ramah,5,Positif,pelayanan cepat amp ramah,2
"dengan size 42 ternyata ukuran lebar dari sepatu pantofel tersebut agak terlalu lebar, sehingga kelihatan agak kebesaran ketika dipakai, sebab biasanya sepatu dengan size 42 sudah cocok untuk dipakai. Tapi sayangnya tidak terlalu cocok untuk sepatu pantofel ini.

Thanks",3,Netral,size ukuran lebar sepatu pantofel lebar kebesaran dipakai sepatu size cocok dipakai sayangnya cocok sepatu pantofel thanks,1
Bagus barangnya ...n fast respon penjualnya...moga awet n bisa langgannan disini,5,Positif,bagus barangnya n fast respon penjualnyamoga awet n langgannan,2
"Keren sepatunya dan dapat tas pula, harga diskon",5,Positif,keren sepatunya tas harga diskon,2
Harga berbanding lurus dengan kualitas,4,Positif,harga berbanding lurus kualitas,2
"seep brang aman, sellerny ramah, pngirimn cpat👍👍👍",5,Positif,seep brang aman sellerny ramah pngirimn cpat👍👍👍,2
Kasih 41 gak muat bagian depan nya d utama in 42 mungkin gak ada,4,Positif,kasih gak muat nya d utama in gak,2
Good produk&amp;recomended,4,Positif,good produkamprecomended,2
"Pesanan cepat diproses, ukuran dan warnanya sesuai pilihan, kualitas oke, semoga awet",4,Positif,pesanan cepat diproses ukuran warnanya sesuai pilihan kualitas oke semoga awet,2
Semoga awet dipakai sepatunya,5,Positif,semoga awet dipakai sepatunya,2
"bagus. respon juga baik. cuma lemnya agak kurang rapih. tapi sesuai sama harga kok.
Semoga tahan lama.",4,Positif,bagus respon lemnya rapih sesuai harga semoga tahan,2
"Oke terimakasih broo , ,. , , , Barang sudah diterima",5,Positif,oke terimakasih broo barang diterima,2
Mantap....barang nyampe dengan tepat waktu,4,Positif,mantapbarang nyampe,2
Sangat memuaskan prodaknya sesuai pada gambarnya,5,Positif,memuaskan prodaknya sesuai gambarnya,2
Barang sesuai deskripsi dan permintaan. semoga bisa dipakai dalam waktu lama,5,Positif,barang sesuai deskripsi permintaan semoga dipakai,2
Kayak punya sepatu yg harganya 2 jutaan lho ka,5,Positif,kayak sepatu yg harganya jutaan lho ka,2
Mantap. Barang sudah diterima. Pelayanan cepat. Packing rapi. Barang sesuai deskripsi. Respon seller juga cepat. Recommended seller. Terima kasih. Sukses terus Gan usahanya. Joss!!,5,Positif,mantap barang diterima pelayanan cepat packing rapi barang sesuai deskripsi respon seller cepat recommended seller terima kasih sukses gan usahanya joss,2
"Produk yang bagus....
Terima kasih seller atas pelayanannya",5,Positif,produk bagus terima kasih seller pelayanannya,2
TOP !!!!!!!!!!!!!!!!!,5,Positif,top,2
Good product fast response recomended seller,5,Positif,good product fast response recomended seller,2
"Barangnya sih oke tp slow banget responnya, coba deh tingkatkan lagi ke depannya",1,Negatif,barangnya sih oke tp slow banget responnya coba deh tingkatkan depannya,0
"Sesuai Harga,thanks gan mantap!",4,Positif,sesuai hargathanks gan mantap,2
Mantap.barang original,5,Positif,mantapbarang original,2
"Beli sdh 2 kali, Produk sesuai deskripsi, pengiriman cepat..recommended bgt.. thankyou",5,Positif,beli sdh kali produk sesuai deskripsi pengiriman cepatrecommended bgt thankyou,2
"Bagus tapi kecil kayanya kalo di tangan cowok mah, ini buat cewe atau anak SMP cowo",5,Positif,bagus kayanya kalo tangan cowok mah cewe anak smp cowo,2
Bagys barangnya sesuai deskripsi makasih...,4,Positif,bagys barangnya sesuai deskripsi makasih,2
"Jamnya bagus, simple, sporty dan ringan. Seller juga fast response dan produk bergaransi resmi",5,Positif,jamnya bagus simple sporty ringan seller fast response produk bergaransi resmi,2
Bagus semoga awet dan harga kompetitif,5,Positif,bagus semoga awet harga kompetitif,2
"Barang OK
Sesuai deskripsi.

Tapi walaupun model unisex, jam ini lebih cocok dipakai utk cewek karena diameter jamnya yg kecil",5,Positif,barang ok sesuai deskripsi model unisex jam cocok dipakai utk cewek diameter jamnya yg,2
Senang kemasan rapi dan tepat waktu,5,Positif,senang kemasan rapi,2
Sesuai dengan gambarnya..ok ...thanks,5,Positif,sesuai gambarnyaok thanks,2
Barang sudah sampai.................,4,Positif,barang,2
"Barang sesuai deskripsi, pengiriman cepat",5,Positif,barang sesuai deskripsi pengiriman cepat,2
Sesuai dengan deskripsi barangnya. Dan pengiriman cepat sesuai dgn seller informasikan.seller sangat responsif,5,Positif,sesuai deskripsi barangnya pengiriman cepat sesuai dgn seller informasikanseller responsif,2
Pasti bagus dan terpercaya beli disini,5,Positif,bagus terpercaya beli,2
"Bagus banget, sesuai deskripsi",5,Positif,bagus banget sesuai deskripsi,2
"Packing bagus, cepat sampai, sesuai pesanan, ternyata jam nya kecil, overall puas sama pesanan.",4,Positif,packing bagus cepat sesuai pesanan jam nya overall puas pesanan,2
ok barang sesuai............,4,Positif,ok barang sesuai,2
Produk bagus sesuai dan pengiriman cepat,5,Positif,produk bagus sesuai pengiriman cepat,2
"Harga ,produk,fungsi ,sesuai",5,Positif,harga produkfungsi sesuai,2
"Bagus jamnya, recommended seller, thank you 👍😁",5,Positif,bagus jamnya recommended seller thank you 👍😁,2
"Recsell, barang sesuai gambar, respon cepat top(y)",5,Positif,recsell barang sesuai gambar respon cepat topy,2
Packing rapih  &amp; amannn,4,Positif,packing rapih amp amannn,2
"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris ultrices aliquet mollis. Integer id dictum metus, sed feugiat neque. Curabitur ac lacinia tortor. Duis cursus id lectus sed scelerisque. Quisque et semper tellus, ac lacinia ipsum. Mauris interdum lorem quis quam imperdiet venenatis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos.",5,Positif,lorem ipsum dolor sit amet consectetur adipiscing elit mauris ultrices aliquet mollis integer id dictum metus sed feugiat neque curabitur ac lacinia tortor duis cursus id lectus sed scelerisque quisque et semper tellus ac lacinia ipsum mauris interdum lorem quis quam imperdiet venenatis class aptent taciti sociosqu ad litora torquent conubia nostra inceptos himenaeos,2
"bagus,,sesuai di gambar",5,Positif,bagussesuai gambar,2
Barang okaylah packing rapih cma aga lama aja krna kantor nya sabtu minggu libur katanya .. tq,4,Positif,barang okaylah packing rapih cma aga aja krna kantor nya sabtu minggu libur tq,2
"Pengiriman cepat, pelayan lumayan tanggap. Sayangnya nggak dapet kartu garansi biru. Packing terjaga banget, best dah pokok",5,Positif,pengiriman cepat pelayan lumayan tanggap sayangnya nggak dapet kartu garansi biru packing terjaga banget best dah pokok,2
Produk sesuai gambar baguss,5,Positif,produk sesuai gambar baguss,2
"Packingnya rapih bangett, mantapp",5,Positif,packingnya rapih bangett mantapp,2
Gak layak disebut jam pria.  Strap kecil diameter jg krg utk dipake cowok. Sy kasih sm pembantu sy jamnya (cewek). Cukup sekali.,1,Negatif,gak layak jam pria strap diameter jg krg utk dipake cowok sy kasih sm pembantu sy jamnya cewek,0
Keren. Sesuai gambar. Gak nyesel deh,5,Positif,keren sesuai gambar gak nyesel deh,2
"Packingnya sangat rapi, mantap",5,Positif,packingnya rapi mantap,2
Packing kurang aman tolong di tingkat kan lagi ... Kalau jam mendarat dengan bagus keren sih puas dengan jam nya cuman saran packing nya aja ...,4,Positif,packing aman tolong tingkat jam mendarat bagus keren sih puas jam nya cuman saran packing nya aja,2
"Jamnya keren dan bagus packingnya, jadi jam sangat aman",5,Positif,jamnya keren bagus packingnya jam aman,2
packing jam tanpa tempat dr kaleng yg biasa sy beli di mall.. mungkin krn ini harganya beda.. overall good lah.. thanks,5,Positif,packing jam dr kaleng yg sy beli mall krn harganya beda overall good thanks,2
Mantap! Barang aman dan sesuai dengan deskripsi.. Harga pun sangat kompetitif. Terimakasih.,5,Positif,mantap barang aman sesuai deskripsi harga kompetitif terimakasih,2
"Barang sdh di terima dlm kondisi baik sesuai pesanan produk berkualitas dan original bergaransi resmi, packing rapih aman dan pengiriman cpt, recommended seller",5,Positif,barang sdh terima dlm kondisi sesuai pesanan produk berkualitas original bergaransi resmi packing rapih aman pengiriman cpt recommended seller,2
Sampai tujuan dengan selamat,4,Positif,tujuan selamat,2
"Alhamdulillah udg sampai barangnya.
Kereeenn jga",5,Positif,alhamdulillah udg barangnya kereeenn jga,2
Packing rapih Dan barang sesuai dengan pesanan,5,Positif,packing rapih barang sesuai pesanan,2
Jossssd gandosssss pooolll,4,Positif,jossssd gandosssss pooolll,2
Saya minta kembalikan dana kecewa bgt TDK sesuai digambar besar DTG kecil sekali,1,Negatif,kembalikan dana kecewa bgt tdk sesuai digambar dtg,0
Bagus sih tapi jam nya kecil sekali tp bagus,4,Positif,bagus sih jam nya tp bagus,2
"Produk Bagus, Kualitasnya Bagus, Pengirimannya Cepat Mantablah! Btw Ini Jam Cowo Atau Cewek Ya??? hehehe...",5,Positif,produk bagus kualitasnya bagus pengirimannya cepat mantablah btw jam cowo cewek ya hehehe,2
Produk bagus..ternyata jam nya kecil..tp pengiriman cepat...recommended seller...,4,Positif,produk bagusternyata jam nya keciltp pengiriman cepatrecommended seller,2
Super puas! Barang bagus proses order dan kirim cepat!!,5,Positif,super puas barang bagus proses order kirim cepat,2
keciiiiill ternyata.....,4,Positif,keciiiiill,2
"Jam tangan anak2 di jual.ukuran terlalu kecil.kecewa belanja disini.....jangan belanja disini,diskon tapi ga jelas ukurannya.",1,Negatif,jam tangan anak jualukuran kecilkecewa belanja disinijangan belanja disinidiskon ga ukurannya,0
"packing baik sekali, barang ori, istimewa, puas sekali",5,Positif,packing barang ori istimewa puas,2
"Pengiriman cepat, packing rapi dan aman 👍",5,Positif,pengiriman cepat packing rapi aman 👍,2
Bagus sesuai keinginan......,5,Positif,bagus sesuai,2
"Okeeeeee,..............................................",5,Positif,okeeeeee,2
"Recommended seller, fast respon",4,Positif,recommended seller fast respon,2
"Barang sudah diterima, sesuai deskripsi...terimakasih",5,Positif,barang diterima sesuai deskripsiterimakasih,2
Memuasskaaan pokonya 👍,5,Positif,memuasskaaan pokonya 👍,2
Kecil tp okelahhhhhhhh,5,Positif,tp okelahhhhhhhh,2
Cepat sampai.. nice watch,4,Positif,cepat nice watch,2
Thanks jamnya daah sampai...Jamnya Mungil bangeettt Kya mainan 😂,4,Positif,thanks jamnya daah sampaijamnya mungil bangeettt kya mainan 😂,2
"Ternyata produk untuk wanita, info kurang di deskripsi. Tapi lumayan bagus buat di tangan cowo yg kurus kaya saya. Terima Kasih",5,Positif,produk wanita info deskripsi lumayan bagus tangan cowo yg kurus kaya terima kasih,2
"Jam nya cakep, sesuai deskripsi, respon , packing rapih...recomended deh",5,Positif,jam nya cakep sesuai deskripsi respon packing rapihrecomended deh,2
"Fast response, packing rapih dan aman, produk diterima sesuai dengan deskripsi.. sukses selalu gan.",5,Positif,fast response packing rapih aman produk diterima sesuai deskripsi sukses gan,2
"Sudah di terima dengan baik , thx seller sesuai pic. Ukuran imut bgt",5,Positif,terima thx seller sesuai pic ukuran imut bgt,2
Barang sudah diterima pengiriman lama..2hri padahal pake jne yes..barangnya kecil bgt kaya mainan ketipu sama iklan nih.,3,Netral,barang diterima pengiriman lamahri pake jne yesbarangnya bgt kaya mainan ketipu iklan nih,1
"barang bagus &amp; ori, pdhl harganya murah banget (pas ada diskon). pengirimannya cepat dan aman. recommended!",5,Positif,barang bagus amp ori pdhl harganya murah banget pas diskon pengirimannya cepat aman recommended,2
Bekerja dengan baik dan sesuai deskripsi,4,Positif,sesuai deskripsi,2
"Senang belanja disini. Respon cepat, packing rapih, &amp; kualitas oke!",5,Positif,senang belanja respon cepat packing rapih amp kualitas oke,2
Parah sih ini super duper cepet bgt pengirimannya.  😍😍😍😍 sellernya gak cuma omdo. Jam 15:10 pesen 15:13 langsung req pickup 🤗🤗🤗,5,Positif,parah sih super duper cepet bgt pengirimannya 😍😍😍😍 sellernya gak omdo jam pesen langsung req pickup 🤗🤗🤗,2
Barang sesuai deskripsi. Packing rapih dan aman.,4,Positif,barang sesuai deskripsi packing rapih aman,2
"Sesuai spesifikasi, gratis ongkir",5,Positif,sesuai spesifikasi gratis ongkir,2
"Bagus jamnya, sesuai gambar. Sukses yaaa",5,Positif,bagus jamnya sesuai gambar sukses yaaa,2
"Kemasan bagus, produk mungil, pengiriman cepat",5,Positif,kemasan bagus produk mungil pengiriman cepat,2
"Produk original.... Kecepatan respon penjual bagus.
 
Recommended",5,Positif,produk original kecepatan respon penjual bagus recommended,2
Keren..brg sesuai gbr.. makasih seller..,5,Positif,kerenbrg sesuai gbr makasih seller,2
Packingan rapi. Datangnya cepat. Barang oke. Praktis. Mungil. Semoga awet.,5,Positif,packingan rapi datangnya cepat barang oke praktis mungil semoga awet,2
"Ini cocok nya utk anak sy umur 4th bukan bt saya, saking kecilnya hehehe",5,Positif,cocok nya utk anak sy umur th bt saking kecilnya hehehe,2
"Barang sesuai deskripsi, terima kasih",5,Positif,barang sesuai deskripsi terima kasih,2
Barang sampai dengan cpatt dan respon penjualnya sngat mntap rekomended bgt👍👍👍👍ajibbb,5,Positif,barang cpatt respon penjualnya sngat mntap rekomended bgt👍👍👍👍ajibbb,2
"Bagus, imut jamnya. Lumayan buat koleksi. Pengiriman dengan gojek ke tangerang sejam nyampe",5,Positif,bagus imut jamnya lumayan koleksi pengiriman gojek tangerang sejam nyampe,2
"Jam berfungsi dg baik, smg awet.",5,Positif,jam berfungsi dg smg awet,2
"Barang sesua description.
Ontime👍",5,Positif,barang sesua description ontime👍,2
"Sempat retur karena detik jamnya tidak nyala, namun layanan purna jualnya OK &amp; penggantian jam cepat.
Tks",5,Positif,retur detik jamnya nyala layanan purna jualnya ok amp penggantian jam cepat tks,2
Barang flash sale. Oke lumayan,4,Positif,barang flash sale oke lumayan,2
Barang sesuai gambar dan packingan rapi,5,Positif,barang sesuai gambar packingan rapi,2
"Produk sangat baik, pengemasan dan kecepatan pengiriman baik.",5,Positif,produk pengemasan kecepatan pengiriman,2
"All good dan sesuai deskripsi, thank you",5,Positif,all good sesuai deskripsi thank you,2
"Suka bgt, sesuai ekspektasi, packing jg aman.",5,Positif,suka bgt sesuai ekspektasi packing jg aman,2
"Barang OK, sesuai dengan pesanan👍🏻",5,Positif,barang ok sesuai pesanan👍🏻,2
Jamnya bagus tapi sayangnya bagian dalamnya silver jd gak full gold..,3,Netral,jamnya bagus sayangnya dalamnya silver jd gak full gold,1
"Penjual sangat fast responsif, semoga jamnya awet",5,Positif,penjual fast responsif semoga jamnya awet,2
semoga awet nih jam nya. thx,4,Positif,semoga awet nih jam nya thx,2
Bagus dan fast respon mantap,5,Positif,bagus fast respon mantap,2
Bagus n cpt smpai. Sesuai,5,Positif,bagus n cpt smpai sesuai,2
Semoga awet.........................................,4,Positif,semoga awet,2
"Thank you, lumayan dapet flash sale jam ini. Respon pun cepat seneng deh.",5,Positif,thank you lumayan dapet flash sale jam respon cepat seneng deh,2
Barang bagus &amp; packing rapi...,5,Positif,barang bagus amp packing rapi,2
Barang ok tapi saya kira dikasih kaleng ternyata ga but its ok,4,Positif,barang ok dikasih kaleng ga but its ok,2
"trimakasih ,  pesanan sudah sy terima dngn baik",4,Positif,trimakasih pesanan sy terima dngn,2
terima kasih produknya bagus buat kado,5,Positif,terima kasih produknya bagus kado,2
"Barang original, kualitas ok,pengiriman cepat, packing baik..sayang gk liat jelas keterangan utk diameterjam, trnyata jamnya kecil kurang cocok utk lingkar tgn yg besar..",4,Positif,barang original kualitas okpengiriman cepat packing baiksayang gk liat keterangan utk diameterjam trnyata jamnya cocok utk lingkar tgn yg,2
"Barang sudah sampai, trims",5,Positif,barang trims,2
"Produk lebih murah dari toko lain. Dan semoga original, keliatannya sih ori. Semoga awet. Respon pedagang oke bet! Nice",5,Positif,produk murah toko semoga original keliatannya sih ori semoga awet respon pedagang oke bet nice,2
"Bahannya bagus dan kulitnya halus, packing rapih serta seller responsif",5,Positif,bahannya bagus kulitnya halus packing rapih seller responsif,2
"Barang sesuai, berfungsi dgn baik, tapi sygnya boxnya penyok padahal rencana untuk kado.",4,Positif,barang sesuai berfungsi dgn sygnya boxnya penyok rencana kado,2
Barang ori euy. 5 stars online shop,5,Positif,barang ori euy stars online shop,2
"Pengiriman cepat, paking bagus, barang OK",5,Positif,pengiriman cepat paking bagus barang ok,2
Pengiriman cepat. Admin komunikatif. Barang bagus. Recomended seller..,5,Positif,pengiriman cepat admin komunikatif barang bagus recomended seller,2
"Kualitas sesuai dgn ekspetasi
Memiliki fitur waktu berdasarkan Timezone",5,Positif,kualitas sesuai dgn ekspetasi memiliki fitur berdasarkan timezone,2
Mantap......fast respond seller,5,Positif,mantapfast respond seller,2
"Sesuai pesanan, barang original",5,Positif,sesuai pesanan barang original,2
Alhamdulillah barang sudah sampai tepat waktu tanpa kekurangan dan respond sangat baik terimakasih gan,5,Positif,alhamdulillah barang kekurangan respond terimakasih gan,2
Pertahankan kualitas terbaik,5,Positif,pertahankan kualitas terbaik,2
Packing bagus &amp; cepat sampai.. buku petunjuk ada.. tetapi untuk kartu garansi tidak ada.. barang lumayan bagus cuma untuk lampu jam nya tidak bisa terang alias redup.,4,Positif,packing bagus amp cepat buku petunjuk kartu garansi barang lumayan bagus lampu jam nya terang alias redup,2
Mantap barangnyaaaaaaaaaaaa,5,Positif,mantap barangnyaaaaaaaaaaaa,2
"Brg sdh diterima bagus-sesuai, terima kasih.",4,Positif,brg sdh diterima bagussesuai terima kasih,2
"barang bagus, delivery cepat... next semoga bisa order lagi untuk nambah koleksi.",5,Positif,barang bagus delivery cepat next semoga order nambah koleksi,2
Ok..mantap..brg bagus,5,Positif,okmantapbrg bagus,2
Tengkyu gan ...barang sudah di terima ...i like ...cepat dan barang berkualitas !!! (&#39;__&#34;),5,Positif,tengkyu gan barang terima i like cepat barang berkualitas,2
"sesuai gambar &amp; fitur berfungsi dengan baik,rekomen dah",5,Positif,sesuai gambar amp fitur berfungsi baikrekomen dah,2
"Akhirny dpt jam casio, thanks ya gan. Paket rapi, fast respon... Smoga usahanya makin lancar. Amin",5,Positif,akhirny dpt jam casio thanks ya gan paket rapi fast respon smoga usahanya lancar amin,2
"Barang sesuai, ori, fast respon, fast delivery",5,Positif,barang sesuai ori fast respon fast delivery,2
Ok hnya beda 1 hari hargajd setengah tp gpp barang mantul,5,Positif,ok hnya beda hargajd tp gpp barang mantul,2
"Paking aman, barang sesuai deskripsi",5,Positif,paking aman barang sesuai deskripsi,2
"Barang berpungsi dgn baik, semoga awet",5,Positif,barang berpungsi dgn semoga awet,2
"Cepat, rapi, barang bagus. Puas dgn seller... Sukses Gan...",5,Positif,cepat rapi barang bagus puas dgn seller sukses gan,2
"Barang bagus, cepat sampai, mudah2an awet",5,Positif,barang bagus cepat mudahan awet,2
Good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,Positif,good,2
"packing sangat baik, cepat sampai, desain oke banget sayang produknya, ternyata lampu jam nya jelek atau redup sekali atau model lama",4,Positif,packing cepat desain oke banget sayang produknya lampu jam nya jelek redup model,2
"Barang bagus, paking rapih dan tiba dengan cepat.",5,Positif,barang bagus paking rapih cepat,2
Kurang dpt kartu garansinya. Barang sesuai dgn deskripsi. Recomended,4,Positif,dpt kartu garansinya barang sesuai dgn deskripsi recomended,2
Barang sesuai ekspektasi semoga awet,5,Positif,barang sesuai ekspektasi semoga awet,2
pengiriman dan respon cepat,5,Positif,pengiriman respon cepat,2
